Name,Handedness,Height,Average_Height,Weight,Average_Weight,Batting_Average,Home_Runs,BMI,Health_Condition
Tony Gonzalez,Left,69,Below,170,Below,0.286,103,25.10186936,Overweight
Bucky Dent,Right,69,Below,170,Below,0.247,40,25.10186936,Overweight
Horace Clarke,Both,69,Below,170,Below,0.256,27,25.10186936,Overweight
Mike Tyson,Right,69,Below,170,Below,0.241,27,25.10186936,Overweight
Jimmie Schaffer,Right,69,Below,170,Below,0.223,11,25.10186936,Overweight
Juan Bonilla,Right,69,Below,170,Below,0.256,7,25.10186936,Overweight
Gene Clines,Right,69,Below,170,Below,0.277,5,25.10186936,Overweight
Rick Peters,Both,69,Below,170,Below,0.277,2,25.10186936,Overweight
Israel Sanchez,Left,69,Below,170,Below,0,0,25.10186936,Overweight
Bill Buckner,Left,72,Below,185,Below,0.289,174,25.08777006,Overweight
John Milner,Left,72,Below,185,Below,0.249,131,25.08777006,Overweight
Willie Upshaw,Left,72,Below,185,Below,0.262,123,25.08777006,Overweight
Denis Menke,Right,72,Below,185,Below,0.25,101,25.08777006,Overweight
Cleon Jones,Right,72,Below,185,Below,0.281,93,25.08777006,Overweight
Phil Bradley,Right,72,Below,185,Below,0.286,78,25.08777006,Overweight
John Stearns,Right,72,Below,185,Below,0.26,46,25.08777006,Overweight
Roy Foster,Right,72,Below,185,Below,0.253,45,25.08777006,Overweight
Frank Fernandez,Right,72,Below,185,Below,0.199,39,25.08777006,Overweight
Chris Brown,Right,72,Below,185,Below,0.269,38,25.08777006,Overweight
John Kennedy,Right,72,Below,185,Below,0.225,32,25.08777006,Overweight
Steve Ontiveros,Both,72,Below,185,Below,0.274,24,25.08777006,Overweight
Gary Sutherland,Right,72,Below,185,Below,0.243,24,25.08777006,Overweight
Duane Walker,Left,72,Below,185,Below,0.229,24,25.08777006,Overweight
Willie Norwood,Right,72,Below,185,Below,0.242,18,25.08777006,Overweight
Ray Webster,Left,72,Below,185,Below,0.244,17,25.08777006,Overweight
Ken Retzer,Left,72,Below,185,Below,0.264,14,25.08777006,Overweight
Ron Pruitt,Right,72,Below,185,Below,0.269,12,25.08777006,Overweight
Joe Keough,Left,72,Below,185,Below,0.246,9,25.08777006,Overweight
Joe Lovitto,Both,72,Below,185,Below,0.216,4,25.08777006,Overweight
Juan Marichal,Right,72,Below,185,Below,0.165,4,25.08777006,Overweight
Rob Andrews,Right,72,Below,185,Below,0.251,3,25.08777006,Overweight
Mike Champion,Right,72,Below,185,Below,0.229,2,25.08777006,Overweight
Fritz Peterson,Both,72,Below,185,Below,0.159,2,25.08777006,Overweight
Joel McKeon,Left,72,Below,185,Below,0,0,25.08777006,Overweight
Luis Aponte,Right,72,Below,185,Below,0,0,25.08777006,Overweight
Bob Davidson,Right,72,Below,185,Below,0,0,25.08777006,Overweight
Rich Wortham,Right,72,Below,185,Below,0,0,25.08777006,Overweight
Ron Theobald,Right,68,Below,165,Below,0.248,2,25.08542388,Overweight
Steve Curry,Right,78,Above,217,Above,0,0,25.07412886,Overweight
Don Baylor,Right,73,Below,190,Below,0.26,338,25.0647401,Overweight
Bobby Bonds,Right,73,Below,190,Below,0.268,332,25.0647401,Overweight
Jim Fregosi,Right,73,Below,190,Below,0.265,151,25.0647401,Overweight
Johnny Briggs,Left,73,Below,190,Below,0.253,139,25.0647401,Overweight
Fred Whitfield,Left,73,Below,190,Below,0.253,108,25.0647401,Overweight
Roy Howell,Left,73,Below,190,Below,0.261,80,25.0647401,Overweight
Butch Wynegar,Both,73,Below,190,Below,0.255,65,25.0647401,Overweight
Bill Sudakis,Both,73,Below,190,Below,0.234,59,25.0647401,Overweight
Andy Etchebarren,Right,73,Below,190,Below,0.235,49,25.0647401,Overweight
Glenn Beckert,Right,73,Below,190,Below,0.283,22,25.0647401,Overweight
Joe Gaines,Right,73,Below,190,Below,0.241,21,25.0647401,Overweight
Terry Francona,Left,73,Below,190,Below,0.274,16,25.0647401,Overweight
Ned Yost,Right,73,Below,190,Below,0.212,16,25.0647401,Overweight
Bob Uecker,Right,73,Below,190,Below,0.2,14,25.0647401,Overweight
Bill Plummer,Right,73,Below,190,Below,0.188,14,25.0647401,Overweight
Eric Wilkins,Right,73,Below,190,Below,0,0,25.0647401,Overweight
Bruce Robbins,Left,73,Below,190,Below,0,0,25.0647401,Overweight
Bert Bradley,Both,73,Below,190,Below,0,0,25.0647401,Overweight
Greg Erardi,Right,73,Below,190,Below,0,0,25.0647401,Overweight
Mark Esser,Right,73,Below,190,Below,0,0,25.0647401,Overweight
Dave Smith,Right,73,Below,190,Below,0,0,25.0647401,Overweight
Craig Chamberlain,Right,73,Below,190,Below,0,0,25.0647401,Overweight
Joe Morgan,Left,67,Below,160,Below,0.271,268,25.05680552,Overweight
Don Buford,Both,67,Below,160,Below,0.264,93,25.05680552,Overweight
Mike Schmidt,Right,74,Above,195,Above,0.267,548,25.03378378,Overweight
Jim Spencer,Left,74,Above,195,Above,0.25,146,25.03378378,Overweight
Gary Ward,Right,74,Above,195,Above,0.276,130,25.03378378,Overweight
Don Lock,Right,74,Above,195,Above,0.238,122,25.03378378,Overweight
Curt Blefary,Left,74,Above,195,Above,0.237,112,25.03378378,Overweight
Lee Thomas,Left,74,Above,195,Above,0.255,106,25.03378378,Overweight
Bob Boone,Right,74,Above,195,Above,0.254,105,25.03378378,Overweight
George Mitterwald,Right,74,Above,195,Above,0.236,76,25.03378378,Overweight
Ron Swoboda,Right,74,Above,195,Above,0.242,73,25.03378378,Overweight
Mike Young,Both,74,Above,195,Above,0.247,72,25.03378378,Overweight
Gary Alexander,Right,74,Above,195,Above,0.23,55,25.03378378,Overweight
Jim Essian,Right,74,Above,195,Above,0.244,33,25.03378378,Overweight
Ivan Murrell,Right,74,Above,195,Above,0.236,33,25.03378378,Overweight
Mike Diaz,Right,74,Above,195,Above,0.247,31,25.03378378,Overweight
Mike Brown,Right,74,Above,195,Above,0.265,23,25.03378378,Overweight
Bob Jones,Left,74,Above,195,Above,0.221,20,25.03378378,Overweight
Cap Peterson,Right,74,Above,195,Above,0.23,19,25.03378378,Overweight
John Hale,Left,74,Above,195,Above,0.201,14,25.03378378,Overweight
Larry Haney,Right,74,Above,195,Above,0.215,12,25.03378378,Overweight
Don Wilson,Right,74,Above,195,Above,0.146,1,25.03378378,Overweight
Ozzie Osborn,Right,74,Above,195,Above,0,0,25.03378378,Overweight
Kevin Bearse,Left,74,Above,195,Above,0,0,25.03378378,Overweight
Reggie Ritter,Left,74,Above,195,Above,0,0,25.03378378,Overweight
Jeff Peterek,Right,74,Above,195,Above,0,0,25.03378378,Overweight
Pete Filson,Both,74,Above,195,Above,0,0,25.03378378,Overweight
Mike Brown,Right,74,Above,195,Above,0,0,25.03378378,Overweight
Mike Pazik,Left,74,Above,195,Above,0,0,25.03378378,Overweight
Bryan Kelly,Right,74,Above,195,Above,0,0,25.03378378,Overweight
Andre Thornton,Right,75,Above,200,Above,0.254,253,24.99555556,Overweight
Rico Carty,Right,75,Above,200,Above,0.299,204,24.99555556,Overweight
Nick Esasky,Right,75,Above,200,Above,0.25,122,24.99555556,Overweight
Leon Roberts,Right,75,Above,200,Above,0.267,78,24.99555556,Overweight
Doug Ault,Right,75,Above,200,Above,0.236,17,24.99555556,Overweight
Dean Chance,Right,75,Above,200,Above,0.066,0,24.99555556,Overweight
Bob Fallon,Left,75,Above,200,Above,0,0,24.99555556,Overweight
Roger Miller,Right,75,Above,200,Above,0,0,24.99555556,Overweight
Tom Buskey,Right,75,Above,200,Above,0,0,24.99555556,Overweight
Darrell Brown,Both,72,Below,184,Below,0.274,1,24.95216049,Overweight
Ellis Valentine,Right,76,Above,205,Above,0.278,123,24.95065789,Overweight
Bob Tillman,Right,76,Above,205,Above,0.232,79,24.95065789,Overweight
Gaylord Perry,Right,76,Above,205,Above,0.131,6,24.95065789,Overweight
Brian Denman,Right,76,Above,205,Above,0,0,24.95065789,Overweight
Gary Beare,Right,76,Above,205,Above,0,0,24.95065789,Overweight
Sherman Corbett,Left,76,Above,205,Above,0,0,24.95065789,Overweight
Mike Rochford,Left,76,Above,205,Above,0,0,24.95065789,Overweight
Don Welchel,Right,76,Above,205,Above,0,0,24.95065789,Overweight
Jeff Rineer,Left,76,Above,205,Above,0,0,24.95065789,Overweight
Curt Motton,Right,68,Below,164,Below,0.213,25,24.933391,Overweight
Johnny Lewis,Left,73,Below,189,Below,0.227,22,24.93282042,Overweight
Barry Cort,Right,77,Above,210,Above,0,0,24.89964581,Overweight
Bob Babcock,Right,77,Above,210,Above,0,0,24.89964581,Overweight
John Poloni,Left,77,Above,210,Above,0,0,24.89964581,Overweight
Jeff Holly,Left,77,Above,210,Above,0,0,24.89964581,Overweight
Ron Reed,Right,78,Above,215,Above,0.158,0,24.8430309,Overweight
Mike Jones,Left,78,Above,215,Above,0,0,24.8430309,Overweight
Sam Hinds,Right,78,Above,215,Above,0,0,24.8430309,Overweight
Howie Goss,Right,76,Above,204,Above,0.216,11,24.82894737,Overweight
Tommy McCraw,Left,72,Below,183,Below,0.246,75,24.81655093,Overweight
Danny Thompson,Right,72,Below,183,Below,0.248,15,24.81655093,Overweight
Jerry Augustine,Left,72,Below,183,Below,0,0,24.81655093,Overweight
Mike Hegan,Left,73,Below,188,Below,0.242,53,24.80090073,Overweight
Sam Bowens,Right,73,Below,188,Below,0.223,45,24.80090073,Overweight
Larry Hisle,Right,74,Above,193,Above,0.273,166,24.77702703,Overweight
Nardi Contreras,Both,74,Above,193,Above,0,0,24.77702703,Overweight
Al Lachowicz,Right,75,Above,198,Above,0,0,24.7456,Overweight
Tony Chevez,Right,71,Below,177,Below,0,0,24.6837929,Overweight
Lou Piniella,Right,72,Below,182,Below,0.291,102,24.68094136,Overweight
Willie Smith,Left,72,Below,182,Below,0.248,46,24.68094136,Overweight
Bobby Wine,Right,73,Below,187,Below,0.215,30,24.66898105,Overweight
John Vukovich,Right,73,Below,187,Below,0.161,6,24.66898105,Overweight
Ed Hodge,Left,74,Above,192,Above,0,0,24.64864865,Overweight
Freddie Patek,Right,65,Below,148,Below,0.242,41,24.62579882,Overweight
Woodie Fryman,Right,75,Above,197,Above,0.138,2,24.62062222,Overweight
Dick McAuliffe,Left,71,Below,176,Below,0.247,197,24.54433644,Overweight
Bob Veale,Both,78,Above,212,Above,0.114,0,24.49638396,Overweight
Graig Nettles,Left,72,Below,180,Below,0.248,390,24.40972222,Overweight
Reggie Smith,Both,72,Below,180,Below,0.287,314,24.40972222,Overweight
Keith Hernandez,Left,72,Below,180,Below,0.296,162,24.40972222,Overweight
Mike Lum,Left,72,Below,180,Below,0.247,90,24.40972222,Overweight
Joel Youngblood,Right,72,Below,180,Below,0.265,80,24.40972222,Overweight
Jim Lefebvre,Both,72,Below,180,Below,0.251,74,24.40972222,Overweight
Ken Reitz,Right,72,Below,180,Below,0.26,68,24.40972222,Overweight
Dale Berra,Right,72,Below,180,Below,0.236,49,24.40972222,Overweight
Rich Dauer,Right,72,Below,180,Below,0.257,43,24.40972222,Overweight
Terry Crowley,Left,72,Below,180,Below,0.25,42,24.40972222,Overweight
Billy Conigliaro,Right,72,Below,180,Below,0.256,40,24.40972222,Overweight
Mike Cubbage,Left,72,Below,180,Below,0.258,34,24.40972222,Overweight
Paul Householder,Both,72,Below,180,Below,0.236,29,24.40972222,Overweight
Jerry McNertney,Right,72,Below,180,Below,0.237,27,24.40972222,Overweight
Kurt Bevacqua,Right,72,Below,180,Below,0.236,27,24.40972222,Overweight
Andres Mora,Right,72,Below,180,Below,0.223,27,24.40972222,Overweight
Jake Gibbs,Left,72,Below,180,Below,0.233,25,24.40972222,Overweight
Steve Whitaker,Left,72,Below,180,Below,0.23,24,24.40972222,Overweight
Jim Holt,Left,72,Below,180,Below,0.265,19,24.40972222,Overweight
Ron Roenicke,Both,72,Below,180,Below,0.238,17,24.40972222,Overweight
Dane Iorg,Left,72,Below,180,Below,0.276,14,24.40972222,Overweight
Greg Pryor,Right,72,Below,180,Below,0.25,14,24.40972222,Overweight
Tom O'Malley,Left,72,Below,180,Below,0.256,13,24.40972222,Overweight
Dick Phillips,Left,72,Below,180,Below,0.229,12,24.40972222,Overweight
Doug Clemens,Left,72,Below,180,Below,0.229,12,24.40972222,Overweight
Dan Briggs,Left,72,Below,180,Below,0.195,12,24.40972222,Overweight
Al Gallagher,Right,72,Below,180,Below,0.263,11,24.40972222,Overweight
Jim Lyttle,Left,72,Below,180,Below,0.248,9,24.40972222,Overweight
Phil Mankowski,Left,72,Below,180,Below,0.264,8,24.40972222,Overweight
Orlando Mercado,Right,72,Below,180,Below,0.199,7,24.40972222,Overweight
Julio Gotay,Right,72,Below,180,Below,0.26,6,24.40972222,Overweight
Bob Davis,Right,72,Below,180,Below,0.197,6,24.40972222,Overweight
Luis Tiant,Right,72,Below,180,Below,0.164,5,24.40972222,Overweight
Pat Corrales,Right,72,Below,180,Below,0.216,4,24.40972222,Overweight
Angel Salazar,Right,72,Below,180,Below,0.212,2,24.40972222,Overweight
Dewey Robinson,Right,72,Below,180,Below,0,0,24.40972222,Overweight
Mark Souza,Left,72,Below,180,Below,0,0,24.40972222,Overweight
Mark Ciardi,Right,72,Below,180,Below,0,0,24.40972222,Overweight
Dennis Burtt,Right,72,Below,180,Below,0,0,24.40972222,Overweight
Bruce Ellingsen,Left,72,Below,180,Below,0,0,24.40972222,Overweight
Tom McCarthy,Right,72,Below,180,Below,0,0,24.40972222,Overweight
Fred Lynn,Left,73,Below,185,Below,0.283,306,24.40514168,Overweight
Dwayne Murphy,Left,73,Below,185,Below,0.246,166,24.40514168,Overweight
Roy Smalley,Both,73,Below,185,Below,0.257,163,24.40514168,Overweight
Leon Durham,Left,73,Below,185,Below,0.277,147,24.40514168,Overweight
Dan Ford,Right,73,Below,185,Below,0.27,121,24.40514168,Overweight
Mickey Stanley,Right,73,Below,185,Below,0.248,117,24.40514168,Overweight
Pete Ward,Left,73,Below,185,Below,0.254,98,24.40514168,Overweight
Ray Knight,Right,73,Below,185,Below,0.271,84,24.40514168,Overweight
Pat Kelly,Left,73,Below,185,Below,0.264,76,24.40514168,Overweight
Lou Clinton,Right,73,Below,185,Below,0.247,65,24.40514168,Overweight
Benny Ayala,Right,73,Below,185,Below,0.251,38,24.40514168,Overweight
Ted Savage,Right,73,Below,185,Below,0.233,34,24.40514168,Overweight
Fred Kendall,Right,73,Below,185,Below,0.234,31,24.40514168,Overweight
Manny Jimenez,Left,73,Below,185,Below,0.272,26,24.40514168,Overweight
Syd O'Brien,Right,73,Below,185,Below,0.23,24,24.40514168,Overweight
Tom Satriano,Left,73,Below,185,Below,0.225,21,24.40514168,Overweight
Ron Hodges,Left,73,Below,185,Below,0.24,19,24.40514168,Overweight
Paul Dade,Right,73,Below,185,Below,0.27,10,24.40514168,Overweight
Tim Cullen,Right,73,Below,185,Below,0.22,9,24.40514168,Overweight
Bruce Miller,Right,73,Below,185,Below,0.246,1,24.40514168,Overweight
Joe Niekro,Right,73,Below,185,Below,0.156,1,24.40514168,Overweight
Denny McLain,Right,73,Below,185,Below,0.133,1,24.40514168,Overweight
Don Sutton,Right,73,Below,185,Below,0.144,0,24.40514168,Overweight
John LaRose,Left,73,Below,185,Below,0,0,24.40514168,Overweight
Gil Patterson,Right,73,Below,185,Below,0,0,24.40514168,Overweight
Randy Scarbery,Both,73,Below,185,Below,0,0,24.40514168,Overweight
Tom Gilles,Right,73,Below,185,Below,0,0,24.40514168,Overweight
Randy Wiles,Left,73,Below,185,Below,0,0,24.40514168,Overweight
Dave Stapleton,Left,73,Below,185,Below,0,0,24.40514168,Overweight
Mike Kinnunen,Left,73,Below,185,Below,0,0,24.40514168,Overweight
Don Cooper,Right,73,Below,185,Below,0,0,24.40514168,Overweight
Carl Yastrzemski,Left,71,Below,175,Below,0.285,452,24.40487998,Overweight
Jim Morrison,Right,71,Below,175,Below,0.26,112,24.40487998,Overweight
Wayne Garrett,Left,71,Below,175,Below,0.239,61,24.40487998,Overweight
Tito Fuentes,Both,71,Below,175,Below,0.268,45,24.40487998,Overweight
John Castino,Right,71,Below,175,Below,0.278,41,24.40487998,Overweight
Marvell Wynne,Left,71,Below,175,Below,0.247,40,24.40487998,Overweight
Dave Collins,Both,71,Below,175,Below,0.272,32,24.40487998,Overweight
Joe Nolan,Left,71,Below,175,Below,0.263,27,24.40487998,Overweight
U L Washington,Both,71,Below,175,Below,0.251,27,24.40487998,Overweight
Mike de la Hoz,Right,71,Below,175,Below,0.251,25,24.40487998,Overweight
Jim Wohlford,Right,71,Below,175,Below,0.26,21,24.40487998,Overweight
Ivan DeJesus,Right,71,Below,175,Below,0.254,21,24.40487998,Overweight
Tito Landrum,Right,71,Below,175,Below,0.249,13,24.40487998,Overweight
Tim Corcoran,Left,71,Below,175,Below,0.27,12,24.40487998,Overweight
Tim Flannery,Left,71,Below,175,Below,0.255,9,24.40487998,Overweight
Junior Kennedy,Right,71,Below,175,Below,0.248,4,24.40487998,Overweight
Jackie Gutierrez,Right,71,Below,175,Below,0.237,4,24.40487998,Overweight
Al Downing,Right,71,Below,175,Below,0.127,2,24.40487998,Overweight
Len Whitehouse,Left,71,Below,175,Below,0,0,24.40487998,Overweight
Lafayette Currence,Both,71,Below,175,Below,0,0,24.40487998,Overweight
Craig Eaton,Right,71,Below,175,Below,0,0,24.40487998,Overweight
Jim Campbell,Left,71,Below,175,Below,0,0,24.40487998,Overweight
Rusty Staub,Left,74,Above,190,Below,0.279,292,24.39189189,Overweight
Doug DeCinces,Right,74,Above,190,Below,0.259,237,24.39189189,Overweight
Nate Colbert,Right,74,Above,190,Below,0.243,173,24.39189189,Overweight
Ken Harrelson,Right,74,Above,190,Below,0.239,131,24.39189189,Overweight
Dave Duncan,Right,74,Above,190,Below,0.214,109,24.39189189,Overweight
Bobby Darwin,Right,74,Above,190,Below,0.251,83,24.39189189,Overweight
Steve Henderson,Right,74,Above,190,Below,0.28,68,24.39189189,Overweight
Tom Grieve,Right,74,Above,190,Below,0.249,65,24.39189189,Overweight
Bake McBride,Left,74,Above,190,Below,0.299,63,24.39189189,Overweight
Art Howe,Right,74,Above,190,Below,0.26,43,24.39189189,Overweight
Phil Roof,Right,74,Above,190,Below,0.215,43,24.39189189,Overweight
Ted Uhlaender,Left,74,Above,190,Below,0.263,36,24.39189189,Overweight
Jesus Alou,Right,74,Above,190,Below,0.28,32,24.39189189,Overweight
Buck Rodgers,Both,74,Above,190,Below,0.232,31,24.39189189,Overweight
Byron Browne,Right,74,Above,190,Below,0.236,30,24.39189189,Overweight
Len Matuszek,Left,74,Above,190,Below,0.234,30,24.39189189,Overweight
Pete Mackanin,Right,74,Above,190,Below,0.226,30,24.39189189,Overweight
Bobby Brown,Both,74,Above,190,Below,0.245,26,24.39189189,Overweight
Jack Hiatt,Right,74,Above,190,Below,0.251,22,24.39189189,Overweight
Jerry May,Right,74,Above,190,Below,0.234,15,24.39189189,Overweight
Jim Beauchamp,Right,74,Above,190,Below,0.231,14,24.39189189,Overweight
Tommie Reynolds,Right,74,Above,190,Below,0.226,12,24.39189189,Overweight
Jim Maloney,Left,74,Above,190,Below,0.201,7,24.39189189,Overweight
Mark Brown,Both,74,Above,190,Below,0,0,24.39189189,Overweight
Tom Klawitter,Right,74,Above,190,Below,0,0,24.39189189,Overweight
Mike Overy,Right,74,Above,190,Below,0,0,24.39189189,Overweight
Rickey Keeton,Right,74,Above,190,Below,0,0,24.39189189,Overweight
Dennis DeBarr,Left,74,Above,190,Below,0,0,24.39189189,Overweight
Rick Lysander,Right,74,Above,190,Below,0,0,24.39189189,Overweight
John Hoover,Right,74,Above,190,Below,0,0,24.39189189,Overweight
Tom Dozier,Right,74,Above,190,Below,0,0,24.39189189,Overweight
Ruppert Jones,Left,70,Below,170,Below,0.25,147,24.38979592,Overweight
Jorge Orta,Left,70,Below,170,Below,0.278,130,24.38979592,Overweight
Ed Charles,Right,70,Below,170,Below,0.263,86,24.38979592,Overweight
Bill Stein,Right,70,Below,170,Below,0.267,44,24.38979592,Overweight
Joe Lefebvre,Left,70,Below,170,Below,0.258,31,24.38979592,Overweight
Carl Warwick,Right,70,Below,170,Below,0.248,31,24.38979592,Overweight
Von Joshua,Left,70,Below,170,Below,0.273,30,24.38979592,Overweight
Jerry Hairston,Both,70,Below,170,Below,0.258,30,24.38979592,Overweight
Barbaro Garbey,Right,70,Below,170,Below,0.267,11,24.38979592,Overweight
Jim Pankovits,Right,70,Below,170,Below,0.25,9,24.38979592,Overweight
George Smith,Right,70,Below,170,Below,0.205,9,24.38979592,Overweight
Bobby Klaus,Right,70,Below,170,Below,0.208,6,24.38979592,Overweight
Bobby Mitchell,Left,70,Below,170,Below,0.243,3,24.38979592,Overweight
Todd Fischer,Right,70,Below,170,Below,0,0,24.38979592,Overweight
J.R. Richard,Right,80,Above,222,Above,0.168,10,24.3853125,Overweight
Lee May,Right,75,Above,195,Above,0.267,354,24.37066667,Overweight
George Hendrick,Right,75,Above,195,Above,0.278,267,24.37066667,Overweight
Bruce Bochte,Left,75,Above,195,Above,0.282,100,24.37066667,Overweight
Mike Shannon,Right,75,Above,195,Above,0.255,68,24.37066667,Overweight
Mike Andrews,Right,75,Above,195,Above,0.258,66,24.37066667,Overweight
Clint Hurdle,Left,75,Above,195,Above,0.259,32,24.37066667,Overweight
Ted Cox,Right,75,Above,195,Above,0.245,10,24.37066667,Overweight
Rick Rhoden,Right,75,Above,195,Above,0.238,9,24.37066667,Overweight
Dave Roberts,Left,75,Above,195,Above,0.194,7,24.37066667,Overweight
Bob Knepper,Left,75,Above,195,Above,0.137,6,24.37066667,Overweight
Scot Thompson,Left,75,Above,195,Above,0.262,5,24.37066667,Overweight
Jeff Byrd,Right,75,Above,195,Above,0,0,24.37066667,Overweight
Jerry Garvin,Left,75,Above,195,Above,0,0,24.37066667,Overweight
Jeff Schneider,Both,75,Above,195,Above,0,0,24.37066667,Overweight
Jeff Shaver,Right,75,Above,195,Above,0,0,24.37066667,Overweight
Bill Fulton,Right,75,Above,195,Above,0,0,24.37066667,Overweight
Jim Burton,Right,75,Above,195,Above,0,0,24.37066667,Overweight
Gary Lance,Both,75,Above,195,Above,0,0,24.37066667,Overweight
Tommy Harper,Right,69,Below,165,Below,0.257,146,24.36357908,Overweight
Julio Cruz,Both,69,Below,165,Below,0.237,23,24.36357908,Overweight
Jerry Remy,Left,69,Below,165,Below,0.275,7,24.36357908,Overweight
Mike Sadek,Right,69,Below,165,Below,0.226,5,24.36357908,Overweight
Rudy Meoli,Left,69,Below,165,Below,0.212,2,24.36357908,Overweight
Angel Moreno,Left,69,Below,165,Below,0,0,24.36357908,Overweight
Jason Thompson,Left,76,Above,200,Above,0.261,208,24.34210526,Overweight
Billy Bryan,Left,76,Above,200,Above,0.216,41,24.34210526,Overweight
Bob Forsch,Right,76,Above,200,Above,0.213,12,24.34210526,Overweight
Jim Siwy,Right,76,Above,200,Above,0,0,24.34210526,Overweight
Steve Barr,Left,76,Above,200,Above,0,0,24.34210526,Overweight
Mark Clear,Right,76,Above,200,Above,0,0,24.34210526,Overweight
Jaime Cocanower,Right,76,Above,200,Above,0,0,24.34210526,Overweight
Larry Monroe,Right,76,Above,200,Above,0,0,24.34210526,Overweight
Rick Steirer,Right,76,Above,200,Above,0,0,24.34210526,Overweight
Fergie Jenkins,Right,77,Above,205,Above,0.165,13,24.3067971,Overweight
Mike Krukow,Right,77,Above,205,Above,0.193,5,24.3067971,Overweight
Andy Replogle,Right,77,Above,205,Above,0,0,24.3067971,Overweight
Vance Lovelace,Left,77,Above,205,Above,0,0,24.3067971,Overweight
Joel Davis,Left,77,Above,205,Above,0,0,24.3067971,Overweight
Jim Wright,Right,77,Above,205,Above,0,0,24.3067971,Overweight
Clay Christiansen,Right,77,Above,205,Above,0,0,24.3067971,Overweight
Tim Foli,Right,72,Below,179,Below,0.251,25,24.27411265,Overweight
Bob Burda,Left,71,Below,174,Below,0.224,13,24.26542353,Overweight
Dave Kingman,Right,78,Above,210,Above,0.236,442,24.265286,Overweight
Steve Adkins,Right,78,Above,210,Above,0,0,24.265286,Overweight
Bill Robinson,Right,74,Above,189,Below,0.258,166,24.26351351,Overweight
Len Randle,Both,70,Below,169,Below,0.257,27,24.24632653,Overweight
Joe Strain,Right,70,Below,169,Below,0.25,1,24.24632653,Overweight
Steve Ellsworth,Right,80,Above,220,Above,0,0,24.165625,Overweight
Dave Johnson,Right,73,Below,183,Below,0,0,24.14130231,Overweight
Joe Nossek,Right,72,Below,178,Below,0.228,3,24.13850309,Overweight
Randy Jones,Right,72,Below,178,Below,0.132,0,24.13850309,Overweight
Bruce Taylor,Right,72,Below,178,Below,0,0,24.13850309,Overweight
Willie Stargell,Left,74,Above,188,Below,0.282,475,24.13513514,Overweight
Darrel Chaney,Both,74,Above,188,Below,0.217,14,24.13513514,Overweight
Bernie Carbo,Left,71,Below,173,Below,0.264,96,24.12596707,Overweight
Eddie Milner,Left,71,Below,173,Below,0.253,42,24.12596707,Overweight
Rick Monday,Left,75,Above,193,Above,0.264,241,24.12071111,Overweight
Ron Woods,Right,70,Below,168,Below,0.233,26,24.10285714,Overweight
Mike Walters,Right,77,Above,203,Above,0,0,24.06965762,Overweight
Dave Marshall,Left,73,Below,182,Below,0.246,16,24.00938262,Overweight
Denny Lemaster,Right,73,Below,182,Below,0.13,4,24.00938262,Overweight
Rich Yett,Right,74,Above,187,Below,0,0,24.00675676,Overweight
Jim Hickman,Right,75,Above,192,Above,0.252,159,23.99573333,Healthy
Bryan Oelkers,Left,75,Above,192,Above,0,0,23.99573333,Healthy
Felix Millan,Right,71,Below,172,Below,0.279,22,23.98651061,Healthy
Luis Alvarado,Right,69,Below,162,Below,0.214,5,23.92060491,Healthy
Pedro Gonzalez,Right,72,Below,176,Below,0.244,8,23.86728395,Healthy
Doug Frobel,Left,76,Above,196,Above,0.201,20,23.85526316,Healthy
Gary Matthews,Right,74,Above,185,Below,0.281,234,23.75,Healthy
Joe Pepitone,Left,74,Above,185,Below,0.258,219,23.75,Healthy
Alan Ashby,Both,74,Above,185,Below,0.245,90,23.75,Healthy
Jerry Mumphrey,Both,74,Above,185,Below,0.289,70,23.75,Healthy
Ron Oester,Both,74,Above,185,Below,0.265,42,23.75,Healthy
Rob Picciolo,Right,74,Above,185,Below,0.234,17,23.75,Healthy
Billy Smith,Both,74,Above,185,Below,0.23,17,23.75,Healthy
Daryl Sconiers,Left,74,Above,185,Below,0.265,15,23.75,Healthy
Gary Woods,Right,74,Above,185,Below,0.243,13,23.75,Healthy
Larry Harlow,Left,74,Above,185,Below,0.248,12,23.75,Healthy
Jim Mason,Left,74,Above,185,Below,0.203,12,23.75,Healthy
Bruce Boisclair,Left,74,Above,185,Below,0.263,10,23.75,Healthy
Ron Stone,Left,74,Above,185,Below,0.241,6,23.75,Healthy
Jerry Zimmerman,Right,74,Above,185,Below,0.204,3,23.75,Healthy
Steve Eddy,Right,74,Above,185,Below,0,0,23.75,Healthy
Ron Musselman,Right,74,Above,185,Below,0,0,23.75,Healthy
Rick Kreuger,Right,74,Above,185,Below,0,0,23.75,Healthy
Jeff Twitty,Left,74,Above,185,Below,0,0,23.75,Healthy
Stan Thomas,Right,74,Above,185,Below,0,0,23.75,Healthy
Alex Sanchez,Right,74,Above,185,Below,0,0,23.75,Healthy
Colby Ward,Right,74,Above,185,Below,0,0,23.75,Healthy
Shawn Holman,Right,74,Above,185,Below,0,0,23.75,Healthy
Larry Parrish,Right,75,Above,190,Below,0.263,256,23.74577778,Healthy
Ken McMullen,Right,75,Above,190,Below,0.248,156,23.74577778,Healthy
Jim Northrup,Left,75,Above,190,Below,0.267,153,23.74577778,Healthy
Larry Herndon,Right,75,Above,190,Below,0.274,107,23.74577778,Healthy
